80D4F6 20 30 D5    JSR $D530     [80D530] A:0E01 X:0000 Y:0002 S:0133 D:0E68 DB:86 nvMXdizC V:251 H:109 F:36
				848F49 85 17       STA $17       [000E7F] A:CD13 X:0002 Y:0002 S:0127 D:0E68 DB:AF nvMXdizc V:252 H: 75 F:36
				848F4B A9 80       LDA #$80               A:CD13 X:0002 Y:0002 S:0127 D:0E68 DB:AF nvMXdizc V:252 H: 82 F:36
				848F4D 04 17       TSB $17       [000E7F] A:CD80 X:0002 Y:0002 S:0127 D:0E68 DB:AF NvMXdizc V:252 H: 85 F:36
				848F4F AB          PLB                    A:CD80 X:0002 Y:0002 S:0127 D:0E68 DB:AF NvMXdiZc V:252 H: 95 F:36
				848F50 28          PLP                    A:CD80 X:0002 Y:0002 S:0128 D:0E68 DB:86 NvMXdizc V:252 H:101 F:36
				848F51 6B          RTL                    A:CD80 X:0002 Y:0002 S:0129 D:0E68 DB:86 nvMXdizc V:252 H:108 F:36

			83B6C2 A5 17       LDA $17       [000E7F] A:CD80 X:0002 Y:0002 S:012C D:0E68 DB:86 nvMXdizc V:252 H:118 F:36
			83B6C4 10 7B       BPL $007B     [83B741] A:CD93 X:0002 Y:0002 S:012C D:0E68 DB:86 NvMXdizc V:252 H:125 F:36
			83B6C6 29 7F       AND #$7F               A:CD93 X:0002 Y:0002 S:012C D:0E68 DB:86 NvMXdizc V:252 H:128 F:36
			83B6C8 85 17       STA $17       [000E7F] A:CD13 X:0002 Y:0002 S:012C D:0E68 DB:86 nvMXdizc V:252 H:131 F:36
			83B6CA A5 0F       LDA $0F       [000E77] A:CD13 X:0002 Y:0002 S:012C D:0E68 DB:86 nvMXdizc V:252 H:147 F:36
			83B6CC 30 65       BMI $0065     [83B733] A:CD80 X:0002 Y:0002 S:012C D:0E68 DB:86 NvMXdizc V:252 H:154 F:36
			83B733 22 A5 AC 84 JSL $84ACA5   [84ACA5] A:CD80 X:0002 Y:0002 S:012C D:0E68 DB:86 NvMXdizc V:252 H:158 F:36

				84ACA5 08          PHP                    A:CD80 X:0002 Y:0002 S:0129 D:0E68 DB:86 NvMXdizc V:252 H:172 F:36
				84ACA6 E2 20       SEP #$20               A:CD80 X:0002 Y:0002 S:0128 D:0E68 DB:86 NvMXdizc V:252 H:177 F:36
				84ACA8 A9 40       LDA #$40               A:CD80 X:0002 Y:0002 S:0128 D:0E68 DB:86 NvMXdizc V:252 H:181 F:36
				84ACAA 14 11       TRB $11       [000E79] A:CD40 X:0002 Y:0002 S:0128 D:0E68 DB:86 nvMXdizc V:252 H:184 F:36
				84ACAC C2 20       REP #$20               A:CD40 X:0002 Y:0002 S:0128 D:0E68 DB:86 nvMXdiZc V:252 H:194 F:36
				84ACAE AD AD 0B    LDA $0BAD     [860BAD] A:CD40 X:0002 Y:0002 S:0128 D:0E68 DB:86 nvmXdiZc V:252 H:199 F:36
				84ACB1 38          SEC                    A:1423 X:0002 Y:0002 S:0128 D:0E68 DB:86 nvmXdizc V:252 H:207 F:36
				84ACB2 E5 05       SBC $05       [000E6D] A:1423 X:0002 Y:0002 S:0128 D:0E68 DB:86 nvmXdizC V:252 H:210 F:36
				84ACB4 E2 20       SEP #$20               A:FF9A X:0002 Y:0002 S:0128 D:0E68 DB:86 NvmXdizc V:252 H:219 F:36
				84ACB6 A9 00       LDA #$00               A:FF9A X:0002 Y:0002 S:0128 D:0E68 DB:86 NvMXdizc V:252 H:223 F:36
				84ACB8 6A          ROR A                  A:FF00 X:0002 Y:0002 S:0128 D:0E68 DB:86 nvMXdiZc V:252 H:226 F:36
				84ACB9 4A          LSR A                  A:FF00 X:0002 Y:0002 S:0128 D:0E68 DB:86 nvMXdiZc V:252 H:229 F:36
				84ACBA 04 11       TSB $11       [000E79] A:FF00 X:0002 Y:0002 S:0128 D:0E68 DB:86 nvMXdiZc V:252 H:232 F:36
				84ACBC 28          PLP                    A:FF00 X:0002 Y:0002 S:0128 D:0E68 DB:86 nvMXdiZc V:252 H:242 F:36
				84ACBD 6B          RTL                    A:FF00 X:0002 Y:0002 S:0129 D:0E68 DB:86 NvMXdizc V:252 H:249 F:36

			83B737 A5 36       LDA $36       [000E9E] A:FF00 X:0002 Y:0002 S:012C D:0E68 DB:86 NvMXdizc V:252 H:259 F:36
			83B739 D0 06       BNE $0006     [83B741] A:FF02 X:0002 Y:0002 S:012C D:0E68 DB:86 nvMXdizc V:252 H:266 F:36
			83B741 20 20 BA    JSR $BA20     [83BA20] A:FF02 X:0002 Y:0002 S:012C D:0E68 DB:86 nvMXdizc V:252 H:270 F:36

				83BA20 A5 33       LDA $33       [000E9B] A:FF02 X:0002 Y:0002 S:012A D:0E68 DB:86 nvMXdizc V:252 H:280 F:36
				83BA22 F0 03       BEQ $0003     [83BA27] A:FF00 X:0002 Y:0002 S:012A D:0E68 DB:86 nvMXdiZc V:252 H:287 F:36
				83BA27 C2 10       REP #$10               A:FF00 X:0002 Y:0002 S:012A D:0E68 DB:86 nvMXdiZc V:252 H:291 F:36
				83BA29 A2 28 12    LDX #$1228             A:FF00 X:0002 Y:0002 S:012A D:0E68 DB:86 nvMxdiZc V:252 H:296 F:36
				83BA2C E2 20       SEP #$20               A:FF00 X:1228 Y:0002 S:012A D:0E68 DB:86 nvMxdizc V:252 H:300 F:36
				83BA2E BD 00 00    LDA $0000,X   [861228] A:FF00 X:1228 Y:0002 S:012A D:0E68 DB:86 nvMxdizc V:252 H:305 F:36
				83BA31 F0 54       BEQ $0054     [83BA87] A:FF00 X:1228 Y:0002 S:012A D:0E68 DB:86 nvMxdiZc V:252 H:313 F:36
				83BA87 C2 20       REP #$20               A:FF00 X:1228 Y:0002 S:012A D:0E68 DB:86 nvMxdiZc V:252 H:317 F:36
				83BA89 8A          TXA                    A:FF00 X:1228 Y:0002 S:012A D:0E68 DB:86 nvmxdiZc V:252 H:322 F:36
				83BA8A 18          CLC                    A:1228 X:1228 Y:0002 S:012A D:0E68 DB:86 nvmxdizc V:252 H:324 F:36
				83BA8B 69 40 00    ADC #$0040             A:1228 X:1228 Y:0002 S:012A D:0E68 DB:86 nvmxdizc V:252 H:327 F:36
				83BA8E AA          TAX                    A:1268 X:1228 Y:0002 S:012A D:0E68 DB:86 nvmxdizc V:252 H:331 F:36
				83BA8F C9 28 14    CMP #$1428             A:1268 X:1268 Y:0002 S:012A D:0E68 DB:86 nvmxdizc V:252 H:334 F:36
				83BA92 90 98       BCC $0098     [83BA2C] A:1268 X:1268 Y:0002 S:012A D:0E68 DB:86 Nvmxdizc V:252 H:339 F:36
				83BA2C E2 20       SEP #$20               A:1268 X:1268 Y:0002 S:012A D:0E68 DB:86 Nvmxdizc V:253 H:  3 F:36
				83BA2E BD 00 00    LDA $0000,X   [861268] A:1268 X:1268 Y:0002 S:012A D:0E68 DB:86 NvMxdizc V:253 H:  8 F:36
				83BA31 F0 54       BEQ $0054     [83BA87] A:1200 X:1268 Y:0002 S:012A D:0E68 DB:86 nvMxdiZc V:253 H: 16 F:36
				83BA87 C2 20       REP #$20               A:1200 X:1268 Y:0002 S:012A D:0E68 DB:86 nvMxdiZc V:253 H: 20 F:36
				83BA89 8A          TXA                    A:1200 X:1268 Y:0002 S:012A D:0E68 DB:86 nvmxdiZc V:253 H: 25 F:36
				83BA8A 18          CLC                    A:1268 X:1268 Y:0002 S:012A D:0E68 DB:86 nvmxdizc V:253 H: 28 F:36
				83BA8B 69 40 00    ADC #$0040             A:1268 X:1268 Y:0002 S:012A D:0E68 DB:86 nvmxdizc V:253 H: 31 F:36
